wave_uid,operation,operation_label,operation_short,wave_number,wave_label,narrative,popup_summary,icon_type,timestamp_utc,timestamp_epoch,conflict_day,payload,drones_used,ballistic_missiles_used,cruise_missiles_used,estimated_munitions_count,cluster_munitions,israel_targeted,us_bases_targeted,landing_countries_iso,landing_countries,targets_description,interception_rate,intercepted_count,fatalities,injuries,damage,launch_site_description,launch_lat,launch_lon,launch_generic,target_lat,target_lon,target_generic,target_iaf_base,target_us_base,target_naval_base,target_naval_vessel,target_government_c2,target_military_industrial,target_intelligence,target_civilian_infrastructure,target_civilian_area,target_diplomatic
tp4_w06,tp4,True Promise 4 (Feb–Mar 2026),TP4,6,"TP4 Wave 6 — Ballistic missiles, drones","Strikes on Tel Nof Air Base, the HaKirya headquarters complex (IDF General Staff and Ministry of Defense) in Tel Aviv, and the Israeli Navy base and military naval yard in Haifa. This wave concentrated on high-value Israeli military command nodes.","Time: 2026-03-01T08:00:00Z | Payload: Ballistic missiles, drones | Damage: IRGC claims hits on Tel Nof Air Base, HaKirya HQ, and Haifa naval installations",launch,2026-03-01T08:00:00Z,1772352000000,2,"Ballistic missiles, drones",True,True,False,,False,True,False,IL,Israel,"Tel Nof Air Base, HaKirya headquarters (Israeli Defense Ministry/military command) Tel Aviv, Israeli Navy base Haifa, Haifa military naval yard",,,0,0,"IRGC claims hits on Tel Nof Air Base, HaKirya HQ, and Haifa naval installations",Western Iran,34.31,47.07,False,32.445,34.885,True,True,False,True,False,True,False,False,False,False,False
tp4_w07,tp4,True Promise 4 (Feb–Mar 2026),TP4,7,"TP4 Wave 7 — Ballistic missiles, drones, cruise missiles","One of TP4's most geographically dispersed waves. Targets included US and British oil tankers in the Persian Gulf and Strait of Hormuz, multiple naval bases in Kuwait and Bahrain, the USS Abraham Lincoln carrier, Prince Sultan Airbase and King Khalid International Airport in Saudi Arabia, and an AWS data centre in the UAE. The targeting of cloud computing infrastructure was unprecedented.","Time: 2026-03-01T14:00:00Z | Payload: Ballistic missiles, drones, cruise missiles | Damage: Three US/British oil tankers in Persian Gulf struck and reportedly engulfed in fire. Ali Al-Salem naval base Kuwait shut...",launch,2026-03-01T14:00:00Z,1772373600000,2,"Ballistic missiles, drones, cruise missiles",True,True,True,,False,True,True,"AE, BH, IL, IO, KW, SA","Bahrain, British Indian Ocean Territory, Israel, Kuwait, Saudi Arabia, United Arab Emirates","US/British oil tankers in Persian Gulf/Strait of Hormuz, Ali Al-Salem naval base Kuwait, Mohammed Al-Ahmad Naval Base Kuwait, Mina Salman US naval base Bahrain, USS Abraham Lincoln; Prince Sultan Airbase and King Khalid International Airport Saudi Arabia (intercepted); AWS data center UAE",,,0,0,Three US/British oil tankers in Persian Gulf struck and reportedly engulfed in fire. Ali Al-Salem naval base Kuwait shut down. Heavy damage to US base in Bahrain.,"Western Iran, IRGC naval positions",34.31,47.07,True,29.35,47.52,True,True,True,True,True,False,False,False,True,False,False
tp4_w08,tp4,True Promise 4 (Feb–Mar 2026),TP4,8,"TP4 Wave 8 — Ballistic missiles, drones",A continuation wave maintaining strikes on American and Israeli targets across regional US bases. The sustained tempo of TP4 — multiple waves per day — was designed to exhaust defensive systems and complicate coalition force protection.,"Time: 2026-03-01T18:00:00Z | Payload: Ballistic missiles, drones | Damage: IRGC claims 560 US military killed/wounded across waves 7-8 (unverified). Continued tanker fires.",launch,2026-03-01T18:00:00Z,1772388000000,2,"Ballistic missiles, drones",True,True,False,,False,True,True,"BH, IL, KW","Bahrain, Israel, Kuwait","Continued strikes on American and Israeli targets, regional US bases",,,0,0,IRGC claims 560 US military killed/wounded across waves 7-8 (unverified). Continued tanker fires.,Western Iran,34.31,47.07,True,,,,False,True,False,False,False,False,False,False,False,False
tp4_w09,tp4,True Promise 4 (Feb–Mar 2026),TP4,9,"TP4 Wave 9 — Ballistic missiles, drones","Multi-domain strikes on US naval assets, Israeli defense systems, and drone operations across multiple regions. RAF Akrotiri in Cyprus was struck — one drone hit the airfield and five were intercepted, causing minor damage. This confirmed the expansion of Iranian targeting to European-administered military facilities.","Time: 2026-03-01T22:00:00Z | Payload: Ballistic missiles, drones | Casualties: 9 killed, 40 wounded | Damage: IRGC claims strikes on 60 strategic targets and 500 combined US/Israeli sites since operation start. Cluster munition wa...",launch,2026-03-01T22:00:00Z,1772402400000,2,"Ballistic missiles, drones",True,True,False,,False,True,True,"BH, CY, IL, KW, QA","Bahrain, Cyprus, Israel, Kuwait, Qatar","US naval assets, Israeli defense systems, drones across multiple regions; RAF Akrotiri Cyprus (1 drone hit airfield, 5 intercepted, minor damage)",,,9,40,IRGC claims strikes on 60 strategic targets and 500 combined US/Israeli sites since operation start. Cluster munition warhead strike near Tel Aviv injured 12.,Western Iran,34.31,47.07,True,32.07,34.77,True,False,False,False,True,False,False,False,False,False,False
tp4_w10,tp4,True Promise 4 (Feb–Mar 2026),TP4,10,TP4 Wave 10 — Kheibar Shekan maneuvering ballistic missiles,"A decapitation-focused wave targeting the Israeli government complex in Tel Aviv, military and security centres in Haifa, East Jerusalem, and reportedly Netanyahu's office in Tel Aviv. A Saudi Aramco facility was also targeted. The explicit targeting of political leadership marked a new threshold in Iranian escalation.","Time: 2026-03-02T04:00:00Z | Payload: Kheibar Shekan maneuvering ballistic missiles | Casualties: 0 killed, 10 wounded | Damage: IRGC claims hits on Israeli government complex in Tel Aviv, military/security centers in Haifa, and East Jerusalem. Stri...",launch,2026-03-02T04:00:00Z,1772424000000,3,Kheibar Shekan maneuvering ballistic missiles,False,True,False,,False,True,False,"IL, SA","Israel, Saudi Arabia","Israeli government complex Tel Aviv, military/security centers Haifa, East Jerusalem; Netanyahu's office (Tel Aviv); Saudi Aramco facility",,,0,10,"IRGC claims hits on Israeli government complex in Tel Aviv, military/security centers in Haifa, and East Jerusalem. Strike in Beersheba injured at least 10.",Central Iran,33.5,52.0,True,32.09,34.78,False,False,False,False,False,True,False,False,True,False,False
tp4_w11,tp4,True Promise 4 (Feb–Mar 2026),TP4,11,"TP4 Wave 11 — Missiles, drones","The most geographically expansive wave of the entire conflict. Targets spanned US intelligence centres and military warehouses across the Gulf, an Israeli army communications complex in Be'er Sheva, over 20 sites in Tel Aviv, West Jerusalem, and the Galilee. Paphos Airport in Cyprus was evacuated, Akrotiri had sirens, Aramco's Ras Tanura refinery caught fire, Qatar LNG facilities were targeted, and the US-Jordanian embassy was evacuated. The wave demonstrated Iran's ability to threaten targets across an enormous geographic arc simultaneously.","Time: 2026-03-02T10:00:00Z | Payload: Missiles, drones | Damage: IRGC claims strikes on US intelligence centers, military support warehouses in Persian Gulf, Israeli army communications...",launch,2026-03-02T10:00:00Z,1772445600000,3,"Missiles, drones",True,True,False,,False,True,True,"AE, BH, CY, IL, JO, KW, OM, QA, SA","Bahrain, Cyprus, Israel, Jordan, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates","US intelligence centers and military support warehouses in Persian Gulf, Israeli army communications complex Beersheba, 20+ sites in Tel Aviv/West Jerusalem/Galilee; Paphos Airport Cyprus (evacuated); Akrotiri Cyprus (sirens); Aramco Ras Tanura Saudi Arabia (refinery fire); Qatar LNG facilities; Mina Salman port Bahrain; Duqm/Oman maritime targets; US-Jordanian embassy evacuated",,,0,0,"IRGC claims strikes on US intelligence centers, military support warehouses in Persian Gulf, Israeli army communications complex in Beersheba, 20+ points in Tel Aviv/West Jerusalem/Galilee",Western Iran,34.31,47.07,True,31.9875,35.07,True,False,True,True,False,False,False,True,True,False,True
tp4_w12,tp4,True Promise 4 (Feb–Mar 2026),TP4,12,"TP4 Wave 12 — 26 attack drones, 5 ballistic missiles, Fattah-2 hypersonic ...","Strikes on Camp Arifjan in Kuwait, the Al Minhad command centre in the UAE, US naval facilities in Bahrain, and the fuel tanker Athens Nova in the Strait of Hormuz. Port Fujairah in the UAE, Dubai (hit by a ballistic missile), and targets in Iraqi Kurdistan including Sulaymaniyah and Erbil were also struck. The targeting of Dubai with a ballistic missile was a major escalation.","Time: 2026-03-02T14:30:00Z | Payload: 26 attack drones, 5 ballistic missiles, Fattah-2 hypersonic missile | Munitions: 31 | Damage: IRGC Navy claims: Arifjan base Kuwait hit by 12 drones in two phases; Al Minhad base UAE hit by 6 drones and 5 ballistic...",launch,2026-03-02T14:30:00Z,1772461800000,3,"26 attack drones, 5 ballistic missiles, Fattah-2 hypersonic missile",True,True,False,31,False,False,True,"AE, BH, IO, IQ, KW","Bahrain, British Indian Ocean Territory, Iraq, Kuwait, United Arab Emirates","US Arifjan base Kuwait, US Al Minhad command center UAE, US naval facilities Bahrain, fuel tanker Athens Nova in Strait of Hormuz; Port Fujairah UAE; Dubai UAE (ballistic missile); Sulaymaniyah Iraqi Kurdistan; Erbil Iraq",,,0,0,IRGC Navy claims: Arifjan base Kuwait hit by 12 drones in two phases; Al Minhad base UAE hit by 6 drones and 5 ballistic missiles; US naval facilities Bahrain destroyed by 6 drones; fuel tanker Athens Nova in Strait of Hormuz struck by 2 drones and still burning.,"IRGC naval positions, western Iran",34.31,47.07,True,28.93,48.1,True,False,True,False,True,True,False,False,False,False,False
tp4_w13,tp4,True Promise 4 (Feb–Mar 2026),TP4,13,TP4 Wave 13 — UAVs/drones,"A focused wave targeting the US Navy Marine base at Camp Arifjan and Ali Al-Salem Air Base, both in Kuwait. The concentration on Kuwait-based US forces suggested targeted pressure on a specific coalition partner.",Time: 2026-03-02T19:00:00Z | Payload: UAVs/drones | Damage: IRGC claims strikes on US Marine Corps installations at Arifjan base Kuwait,launch,2026-03-02T19:00:00Z,1772478000000,3,UAVs/drones,True,False,False,,False,False,True,KW,Kuwait,"US Navy Marine base at Arifjan base Kuwait, Ali Al-Salim air base Kuwait",,,0,0,IRGC claims strikes on US Marine Corps installations at Arifjan base Kuwait,IRGC positions,33.5,48.5,True,28.93,48.1,True,True,True,False,True,False,False,False,False,False,False
tp4_w14,tp4,True Promise 4 (Feb–Mar 2026),TP4,14,"TP4 Wave 14 — 20 drones, 3 ballistic missiles","Strikes on Sheikh Isa Air Base in Bahrain and the US embassy in Riyadh, Saudi Arabia. Two drones struck the embassy compound causing a fire. The CIA headquarters in Riyadh was also reportedly hit by a drone. Saudi Arabia downed 9 drones. The targeting of diplomatic and intelligence facilities in a Gulf capital was a dramatic escalation.","Time: 2026-03-03T02:00:00Z | Payload: 20 drones, 3 ballistic missiles | Munitions: 23 | Damage: IRGC claims main command building and HQ of US air base destroyed; fuel tanks set on fire. 20 drones and 3 missiles clai...",launch,2026-03-03T02:00:00Z,1772503200000,4,"20 drones, 3 ballistic missiles",True,True,False,23,False,False,True,"BH, SA","Bahrain, Saudi Arabia","US air base Sheikh Isa area Bahrain; US embassy Riyadh Saudi Arabia (2 drones, fire); CIA headquarters Riyadh (drone hit); Saudi Arabia downed 9 drones",,,0,0,IRGC claims main command building and HQ of US air base destroyed; fuel tanks set on fire. 20 drones and 3 missiles claimed to have hit targets.,IRGC naval positions,26.5,53.0,True,25.92,50.59,True,True,True,False,False,False,False,True,False,False,True
tp4_w15,tp4,True Promise 4 (Feb–Mar 2026),TP4,15,TP4 Wave 15 — Ya Fatimah Al-Zahra,"A wave targeting Al-Udeid Air Base in Qatar — the largest US base in the Middle East — alongside Israeli positions. The US Consulate in Al Seef, Dubai was struck by drones causing a fire. The Fujairah Oil Industry Zone in the UAE and Hamad International Airport in Qatar were also targeted. AWS cloud facilities in the UAE and Bahrain were hit, disrupting regional internet services.","Time: 2026-03-03T16:00:00Z | Payload: Missiles, drones | Damage: Strikes on Al-Udeid Air Base Qatar and Israeli positions. IRGC claims 7 Israeli drones shot down (Hermes, Heron, MQ-9). ...",launch,2026-03-03T16:00:00Z,1772553600000,4,"Missiles, drones",True,True,False,,False,True,True,"AE, BH, IL, QA, SA","Bahrain, Israel, Qatar, Saudi Arabia, United Arab Emirates","Al-Udeid Air Base Qatar, Israeli positions; US Consulate Al Seef Dubai (drones, fire); Fujairah Oil Industry Zone UAE; Hamad International Airport Qatar (intercepted); AWS facilities UAE and Bahrain",,,0,0,"Strikes on Al-Udeid Air Base Qatar and Israeli positions. IRGC claims 7 Israeli drones shot down (Hermes, Heron, MQ-9). Fragmentation warhead detonation in Petah Tikva causing blast damage and injuries.",,33.5,48.5,True,32.07,34.77,True,True,True,False,False,False,False,False,True,False,True
tp4_w16,tp4,True Promise 4 (Feb–Mar 2026),TP4,16,"TP4 Wave 16 — 230 attack drones, missiles","A massive wave striking the HaKirya complex (IDF General Staff and Ministry of War) in Tel Aviv, strategic infrastructure in Bnei Brak, and military targets in Beit Hakfa. Hundreds of drones were launched towards Kuwait, Iraq, Saudi Arabia, and the UAE. Greek F-16s intercepted Shahed drones near Cyprus, and Turkish air defences engaged missiles over Hatay province — drawing NATO allies into active defensive roles.","Time: 2026-03-04T06:00:00Z | Payload: 230 attack drones, missiles | Damage: IRGC claims strikes on HaKirya (IDF general staff and Ministry of War), strategic infrastructure in Bnei Brak, military ...",launch,2026-03-04T06:00:00Z,1772604000000,5,"230 attack drones, missiles",True,True,False,,False,True,True,"AE, CY, IL, IQ, KW, SA, TR","Cyprus, Iraq, Israel, Kuwait, Saudi Arabia, Turkey, United Arab Emirates","HaKirya (IDF general staff and Ministry of War) Tel Aviv, strategic infrastructure Bnei Brak, military targets Beit Hakfa; Kuwait, Iraq, Saudi Arabia, UAE (hundreds of drones); Greek F-16s intercept Shahed drones near Cyprus; Turkish air defences intercept missiles over Hatay",,,0,0,"IRGC claims strikes on HaKirya (IDF general staff and Ministry of War), strategic infrastructure in Bnei Brak, military targets in Beit Hakfa","Western Iran, IRGC ground force positions",34.31,47.07,True,32.46,35.135,True,False,False,False,False,True,False,False,False,True,False
tp4_w17,tp4,True Promise 4 (Feb–Mar 2026),TP4,17,TP4 Wave 17 — Rasul Allah (Messenger of Allah),"Strikes on the Israeli Ministry of Defense building in Tel Aviv and Ben Gurion Airport. Iran claimed to have destroyed seven or more advanced US-supplied radar systems, potentially degrading Israel's early warning and tracking capabilities for subsequent waves.",Time: 2026-03-04T09:00:00Z | Payload: 40+ ballistic missiles,launch,2026-03-04T09:00:00Z,1772614800000,5,40+ ballistic missiles,False,True,False,,False,True,True,IL,Israel,American and Israeli targets; Israeli Ministry of Defense building (Tel Aviv); Ben Gurion Airport; 7+ advanced US radars destroyed,,,0,0,,Central/western Iran,34.31,47.07,True,32.07,34.77,True,False,False,False,False,True,False,True,True,False,False
tp4_w18,tp4,True Promise 4 (Feb–Mar 2026),TP4,18,TP4 Wave 18 — Ya Imam Hassan Mojtaba,A wave in the ongoing TP4 campaign. Details of specific targeting for this wave are still being confirmed through OSINT sources.,Payload: Ghadr-class ballistic missiles,launch,,,5,Ghadr-class ballistic missiles,,True,,,False,,,,,,,,0,0,,,33.5,48.5,True,,,,False,False,False,False,False,False,False,False,False,False
tp4_w19,tp4,True Promise 4 (Feb–Mar 2026),TP4,19,TP4 Wave 19 — Ya Hassan ibn Ali (peace be upon him),"A wide-ranging wave targeting the Israeli Defense Ministry complex in Tel Aviv, Ben Gurion Airport, Jerusalem, and US military positions in Kuwait, Bahrain, and Qatar. The USS Abraham Lincoln carrier was targeted again, alongside an Amazon data centre in Bahrain. The repeated targeting of cloud infrastructure reflected a deliberate Iranian strategy to impose economic costs on Gulf states hosting Western digital infrastructure.","Time: 2026-03-05T06:00:00Z | Payload: Khorramshahr-4 ballistic missiles (1-ton warheads), explosive drones | Damage: IRGC claims strikes on Israeli Defense Ministry Tel Aviv, Ben Gurion Airport, 7+ US/Israeli radar systems destroyed. One...",launch,2026-03-05T06:00:00Z,1772690400000,6,"Khorramshahr-4 ballistic missiles (1-ton warheads), explosive drones",True,True,False,,False,True,True,"BH, IL, KW, QA","Bahrain, Israel, Kuwait, Qatar","Israeli Defense Ministry complex Tel Aviv, Ben Gurion Airport, Jerusalem; US military positions in Kuwait, Bahrain, Qatar; USS Abraham Lincoln (CVN-72); Amazon data center Bahrain",,,0,0,"IRGC claims strikes on Israeli Defense Ministry Tel Aviv, Ben Gurion Airport, 7+ US/Israeli radar systems destroyed. One missile struck open area in central Israel. Amazon facility Bahrain allegedly suffered extensive damage.",,33.5,48.5,True,31.925,34.995,True,False,True,False,True,True,False,False,True,False,False
tp4_w20,tp4,True Promise 4 (Feb–Mar 2026),TP4,20,TP4 Wave 20 — Ya Mo'izz al-Mu'minin,A focused wave on Tel Aviv and surrounding central Israel. Sirens sounded across central Israel as this became the eighth Iranian attack since midnight — an unprecedented tempo of multiple waves within a single 24-hour period designed to exhaust air defense crews and deplete interceptor stocks.,"Payload: Kheibar Shekan ballistic missiles with cluster munition warheads (~20 submunitions per warhead, ~2.5 kg explosive each, ~8 km dispersal radius), drones | Damage: Missile fragments and submunitions from cluster bomb warhead impacted several areas in central Israel, causing damage. O...",launch,,,6,"Kheibar Shekan ballistic missiles with cluster munition warheads (~20 submunitions per warhead, ~2.5 kg explosive each, ~8 km dispersal radius), drones",True,True,False,,True,True,,IL,Israel,"Tel Aviv and surrounding area, central Israel. Sirens sounded across central Israel. Eighth Iranian attack since midnight.",,,0,0,"Missile fragments and submunitions from cluster bomb warhead impacted several areas in central Israel, causing damage. One impact site in a central town sparked a fire. Police confirmed cluster bomb warhead. Each submunition carries ~2.5 kg explosive, ~20 submunitions per warhead, dispersal radius ~8 km. Submunitions designed to explode on impact; unexploded submunitions pose landmine-like hazard.",,33.5,48.5,True,32.0853,34.7818,False,False,False,False,False,False,False,False,False,False,False
tp4_w21,tp4,True Promise 4 (Feb–Mar 2026),TP4,21,TP4 Wave 21 — Ya Mu'izz al-Mu'minin,A combined strike on Tel Aviv using simultaneous drone swarms and Kheibar Shekan cluster munition missiles. This wave was specifically designed to saturate and overwhelm Israel's multi-layered air defences by forcing them to engage both slow drones and fast ballistic missiles simultaneously while cluster submunitions complicated terminal defense.,"Time: 2026-03-06T04:00:00Z | Payload: Kheibar Shekan ballistic missiles with cluster munition warheads, suicide drone swarms | Damage: IRGC claims cluster warhead submunitions dispersed across target areas. No specific damage reports confirmed by Israeli ...",launch,2026-03-06T04:00:00Z,1772769600000,7,"Kheibar Shekan ballistic missiles with cluster munition warheads, suicide drone swarms",True,True,False,,True,True,,IL,Israel,Tel Aviv; combined drone swarms and Kheibar cluster missiles designed to saturate and overwhelm multi-layered air defences,,,0,0,IRGC claims cluster warhead submunitions dispersed across target areas. No specific damage reports confirmed by Israeli sources.,,33.5,48.5,True,32.0853,34.7818,False,False,False,False,False,False,False,False,False,False,False
tp4_w22,tp4,True Promise 4 (Feb–Mar 2026),TP4,22,TP4 Wave 22 — Ya Hossein ibn Ali (peace be upon him),"A retaliatory wave explicitly linked to the Minab school strike in Iran. Targets included Tel Aviv, Ben Gurion Airport, Israeli Air Force military centres in Haifa, and US/Israeli positions across the Gulf including Al Udeid Air Base in Qatar and Al Dhafra Air Base in the UAE. The explicit framing as retaliation for a specific incident marked a shift in Iranian public messaging.","Time: 2026-03-06T12:00:00Z | Payload: Khorramshahr-4 ballistic missiles (~1,500 kg warhead, Mach 16 exo-atmospheric / Mach 8 atmospheric), Kheibar Shekan ballistic missiles, Fattah hypersonic missiles, drones | Damage: IRGC claims strikes on Tel Aviv, Ben Gurion Airport, military centers in Haifa. Claims Al Udeid radar systems, air traff...",launch,2026-03-06T12:00:00Z,1772798400000,7,"Khorramshahr-4 ballistic missiles (~1,500 kg warhead, Mach 16 exo-atmospheric / Mach 8 atmospheric), Kheibar Shekan ballistic missiles, Fattah hypersonic missiles, drones",True,True,False,,False,True,True,"AE, IL, QA","Israel, Qatar, United Arab Emirates","Tel Aviv, Ben Gurion Airport, Israeli Air Force military centers in Haifa, US and Israeli positions across the Persian Gulf including Al Udeid Air Base (Qatar) and Al Dhafra Air Base (UAE). Retaliation for Minab school strike.",,,0,0,"IRGC claims strikes on Tel Aviv, Ben Gurion Airport, military centers in Haifa. Claims Al Udeid radar systems, air traffic control, satellite stations, and fuel depots obliterated. Claims Al Dhafra early warning radar and critical infrastructure destroyed by precision strikes and drone swarms. No confirmed Israeli casualties.",,33.5,48.5,True,32.445,34.885,True,True,True,False,False,False,False,False,True,False,False
tp4_w23,tp4,True Promise 4 (Feb–Mar 2026),TP4,23,TP4 Wave 23 — Ya Hasan ibn Ali,"A multi-country wave targeting four US bases in three countries: Sheikh Isa and NSA Bahrain/Juffair in Bahrain, Ali al-Salem in Kuwait, and al-Azraq (Muwaffaq Salti) in Jordan. In Israel, Be'er Sheva was targeted — specifically advanced technology centres, cybersecurity facilities, and military support centres. The focus on cyber/tech facilities in Be'er Sheva suggested targeting of Israel's 'Cyber Capital' cluster.","Time: 2026-03-06T20:31:00Z | Payload: New-generation solid- and liquid-fuel missiles (Khaibar-Shekan, Rezvan variants); drones",launch,2026-03-06T20:31:00Z,1772829060000,7,"New-generation solid- and liquid-fuel missiles (Khaibar-Shekan, Rezvan variants); drones",True,True,,,False,True,True,"AE, BH, IL, KW, QA, SA","Bahrain, Israel, Kuwait, Qatar, Saudi Arabia, United Arab Emirates","US bases: Sheikh Isa (Bahrain), Juffair (Bahrain), Ali al-Salem (Kuwait), al-Azraq (Jordan). Israel: Be'er Sheva (advanced technology centers, cybersecurity facilities, military support centers).",,,0,0,,,33.5,48.5,True,31.25,34.79,True,False,True,False,False,False,False,True,False,False,False
tp4_w24,tp4,True Promise 4 (Feb–Mar 2026),TP4,24,TP4 Wave 24 — Ya Mahdi,"A concentrated strike on Tel Aviv, described by Iran as targeting the heart of the occupied territories. At least three missile impacts were confirmed in Tel Aviv by Al Jazeera. The IRGC claimed strikes on strategic facilities. The high number of confirmed urban impacts indicated either improving Iranian accuracy or degraded Israeli interception capability.","Time: 2026-03-07T01:30:00Z | Payload: Kheibar Shekan, Emad, and Ghadr ballistic missiles | Munitions: 45 | Casualties: 0 killed, 5 wounded | Damage: Minor structural damage in Tel Aviv and Givatayim. Three missile impacts confirmed in Tel Aviv metro.",launch,2026-03-07T01:30:00Z,1772847000000,8,"Kheibar Shekan, Emad, and Ghadr ballistic missiles",,True,,45,True,True,True,IL,Israel,"Tel Aviv (""heart of the occupied territories""). At least 3 missile impacts confirmed in Tel Aviv per Al Jazeera. IRGC claimed strikes on strategic facilities.",,,0,5,Minor structural damage in Tel Aviv and Givatayim. Three missile impacts confirmed in Tel Aviv metro.,,33.5,48.5,True,32.07,34.77,True,False,False,False,False,False,False,False,False,True,False
tp4_w25,tp4,True Promise 4 (Feb–Mar 2026),TP4,25,TP4 Wave 25 — Al-Muqaddis / Ali ibn Abi Talib,"Strikes on joint US-Israeli military centres and logistical support at Al-Dhafra Air Base and Al-Minhad Air Base, both in the UAE. Iran claimed precision strikes on radar and satellite communications centres, suggesting continued SEAD operations to degrade coalition surveillance and early warning networks.","Time: 2026-03-07T10:35:00Z | Payload: Fateh, Imad (Emad), and strategic missiles; drones | Munitions: 60",launch,2026-03-07T10:35:00Z,1772879700000,8,"Fateh, Imad (Emad), and strategic missiles; drones",True,True,,60,False,True,True,"AE, IL","Israel, United Arab Emirates","Joint US-Israeli military centers and logistical support. Al-Dhafra Air Base (UAE), Al-Minhad Air Base (UAE). IRGC claimed precision strikes on radar and satellite comms centers.",,,0,0,,,33.5,48.5,True,32.85,35.5,True,True,True,False,False,False,False,True,False,False,False
tp4_w26,tp4,True Promise 4 (Feb–Mar 2026),TP4,26,TP4 Wave 26 — Ya Heydar Karrar,"Iran claimed targets from north to south of Israel were hit with precision. The Sdot Micha strategic military facility — believed to house Israel's nuclear-capable Jericho missile arsenal — was specifically targeted for its radar systems. Iran Army drones also struck Al-Minhad Air Base in the UAE and Camp Udairi in Kuwait, marking the regular Iranian Army's direct participation alongside the IRGC.","Time: 2026-03-07T15:15:00Z | Payload: New-generation Emad, Ghadr, and multi-warhead Kheibar missiles; drones | Munitions: 37 | Damage: Damage to radar installations at Sdot Micha. Sirens in Kiryat Shmona and Upper Galilee.",launch,2026-03-07T15:15:00Z,1772896500000,8,"New-generation Emad, Ghadr, and multi-warhead Kheibar missiles; drones",True,True,,37,True,True,True,"AE, IL, KW","Israel, Kuwait, United Arab Emirates",Targets from north to south of Israel hit with precision. Sdot Micha strategic military facility (radar). Also Iran army drone strikes against US bases: Al-Minhad Air Base (UAE) and Camp Udairi (Kuwait).,,,0,0,Damage to radar installations at Sdot Micha. Sirens in Kiryat Shmona and Upper Galilee.,,33.5,48.5,True,32.85,35.5,True,True,True,False,False,False,False,True,False,False,False
tp4_w27,tp4,True Promise 4 (Feb–Mar 2026),TP4,27,TP4 Wave 27 — Ya Fatimah al-Zahra,"Strikes on the Haifa oil refinery and US positions at Camp Udairi/Camp Buehring in Kuwait. Cluster warheads were confirmed over Israel, indicating the continued use of Kheibar Shekan or Khorramshahr-4 cluster munition variants designed to defeat terminal-phase interception by dispersing submunitions.","Time: 2026-03-07T19:45:00Z | Payload: Khorramshahr-4 heavy ballistic missiles, Fattah-2 hypersonic missiles, cluster warheads, suicide drones | Munitions: 30 | Damage: Iranian state media claimed drone swarm hit Haifa refinery causing large fires. Unconfirmed.",launch,2026-03-07T19:45:00Z,1772912700000,8,"Khorramshahr-4 heavy ballistic missiles, Fattah-2 hypersonic missiles, cluster warheads, suicide drones",True,True,,30,True,True,True,"IL, KW","Israel, Kuwait",Haifa oil refinery; US positions in Kuwait (Camp Udairi / Camp Buehring). Cluster warheads confirmed over Israel.,,,0,0,Iranian state media claimed drone swarm hit Haifa refinery causing large fires. Unconfirmed.,,33.5,48.5,True,32.82,35.0,True,False,True,False,False,False,False,False,True,False,False
tp4_w28,tp4,True Promise 4 (Feb–Mar 2026),TP4,28,"TP4 Wave 28 — Qadr, Emad (700kg-1 ton warheads), Kheibar Shekan ballistic ...","Day 9 of True Promise 4. Strikes on Tel Aviv, Be'er Sheva, and Al-Azraq Air Base in Jordan. The continued targeting of Jordanian-based US assets placed pressure on Jordan's political position as a key US partner that had participated in defending Israel during TP1.","Time: 2026-03-08T11:22:00Z | Payload: Qadr, Emad (700kg-1 ton warheads), Kheibar Shekan ballistic missiles (1,450 km range, terminal maneuverability) | Damage: Iranian media claimed direct ballistic missile impact in central Israel; large explosions reported in Tel Aviv. Unconfir...",launch,2026-03-08T11:22:00Z,1772968920000,9,"Qadr, Emad (700kg-1 ton warheads), Kheibar Shekan ballistic missiles (1,450 km range, terminal maneuverability)",False,True,False,,False,True,True,"IL, JO","Israel, Jordan",Tel Aviv; Be'er Sheva (Bir al-Sabe'); Al-Azraq Air Base (Jordan),,,,,Iranian media claimed direct ballistic missile impact in central Israel; large explosions reported in Tel Aviv. Unconfirmed independently.,Iran — IRGC Aerospace Force,33.5,48.5,True,31.66,34.78,True,True,True,False,False,False,False,False,False,False,False
tp4_w29,tp4,True Promise 4 (Feb–Mar 2026),TP4,29,TP4 Wave 29 — Ya Ali Ibn Abi Talib,"Day 9 continued. Strikes on Tel Aviv, the Negev region, and an unspecified US airbase. As the 29th wave of TP4 and the 55th wave of the overall conflict, this wave represented a level of sustained Iranian aerial bombardment that had no precedent in modern warfare.",Time: 2026-03-08T16:00:00Z | Payload: New generation of missiles (type unspecified),launch,2026-03-08T16:00:00Z,1772985600000,9,New generation of missiles (type unspecified),,True,,,False,True,True,IL,Israel,Tel Aviv; Naqab (Negev); US airbase in region (unspecified),,,,,,Iran — IRGC Aerospace Force,33.5,48.5,True,31.66,34.78,True,True,False,False,False,False,False,False,False,False,False
